feature_id,cf_class,cf_superclass,cf_subclass,molecular_family
5255,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_18
4803,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_singleton
9034,no_matches,no_matches,no_matches,mf_singleton
9107,Steroids_and_steroid_derivatives,Organoheterocyclic_compounds,not_available,mf_223
9176,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_394
3605,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_202
14872,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
3828,Indoles_and_derivatives,Organoheterocyclic_compounds,not_available,mf_225
9311,no_matches,no_matches,no_matches,mf_singleton
2450,Organooxygen_compounds,Organic_oxygen_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_24
6406,Indoles_and_derivatives,Organoheterocyclic_compounds,not_available,mf_225
17781,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
286,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_57
4414,Benzene_and_substituted_derivatives,Benzenoids,Phenylacetaldehydes,mf_singleton
10513,Organonitrogen_compounds,Organic_nitrogen_compounds,not_available,mf_169
16114,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_700
18440,Flavonoids,Phenylpropanoids_and_polyketides,Flavonoid_glycosides,mf_52
8557,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_202
17843,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Ergostane_steroids,mf_417
11753,no_matches,no_matches,no_matches,mf_singleton
4957,Coumarins_and_derivatives,Phenylpropanoids_and_polyketides,Hydroxycoumarins,mf_40
5347,Linear_1-3-diarylpropanoids,Phenylpropanoids_and_polyketides,Chalcones_and_dihydrochalcones,mf_singleton
959,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_445
495,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_85
12504,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_510
17648,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_17
10426,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_singleton
3380,Fatty_Acyls,Organoheterocyclic_compounds,Furanones,mf_248
17257,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
11173,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
6709,Lactones,Organoheterocyclic_compounds,Gamma_butyrolactones,mf_singleton
15289,no_matches,no_matches,no_matches,mf_singleton
12263,Organooxygen_compounds,Lipids_and_lipid-like_molecules,Carbohydrates_and_carbohydrate_conjugates,mf_47
8933,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_56
15939,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acid_esters,mf_singleton
17684,no_matches,no_matches,no_matches,mf_singleton
2916,Benzene_and_substituted_derivatives,Benzenoids,Benzonitriles,mf_singleton
16802,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_374
17083,no_matches,no_matches,no_matches,mf_singleton
13920,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
10503,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Steroid_lactones,mf_singleton
11229,no_matches,no_matches,no_matches,mf_singleton
4795,Furofurans,Organoheterocyclic_compounds,not_available,mf_singleton
10204,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_singleton
14577,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
10526,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
13876,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_226
15004,no_matches,no_matches,no_matches,mf_singleton
5466,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
634,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
14029,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_57
4569,no_matches,no_matches,no_matches,mf_singleton
10212,not_available,Lipids_and_lipid-like_molecules,not_available,mf_402
11537,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
5268,Benzene_and_substituted_derivatives,Organoheterocyclic_compounds,Benzoic_acids_and_derivatives,mf_435
5582,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
17793,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
18285,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoinositols,mf_121
12471,Thiolanes,Organoheterocyclic_compounds,not_available,mf_134
13723,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_176
15222,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,1-benzopyrans,mf_266
2798,Indoles_and_derivatives,Organoheterocyclic_compounds,not_available,mf_225
7989,Benzene_and_substituted_derivatives,Benzenoids,Phenylacetaldehydes,mf_singleton
9256,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_447
6912,Pyrans,Benzenoids,not_available,mf_158
4656,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_singleton
1840,Pyridines_and_derivatives,Organoheterocyclic_compounds,Pyridinecarboxylic_acids_and_derivatives,mf_332
15850,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_singleton
13611,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
13962,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
3330,Organooxygen_compounds,Organoheterocyclic_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_93
18384,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoserines,mf_572
15034,Organonitrogen_compounds,Organic_nitrogen_compounds,not_available,mf_169
12587,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_57
7203,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
7931,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_194
18446,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
11428,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_512
8789,Organooxygen_compounds,Organic_oxygen_compounds,Alcohols_and_polyols,mf_singleton
5903,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_380
17154,no_matches,no_matches,no_matches,mf_467
9906,Linear_1-3-diarylpropanoids,Phenylpropanoids_and_polyketides,not_available,mf_25
16648,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_62
8197,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acyl_glycosides,mf_201
7730,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
6676,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
1017,no_matches,no_matches,no_matches,mf_singleton
13462,Organic_phosphonic_acids_and_derivatives,Organic_acids_and_derivatives,Phosphonic_acid_esters,mf_singleton
7581,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
1448,no_matches,no_matches,no_matches,mf_singleton
18479,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_180
15280,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_176
18155,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
14998,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
17434,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
8833,no_matches,no_matches,no_matches,mf_singleton
2174,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_256
408,no_matches,no_matches,no_matches,mf_singleton
11087,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_singleton
18333,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_46
15016,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Carboxylic_acid_derivatives,mf_singleton
2186,Organooxygen_compounds,Organoheterocyclic_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_93
3288,Lactones,Organoheterocyclic_compounds,not_available,mf_101
16905,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
17285,Sphingolipids,Lipids_and_lipid-like_molecules,Glycosphingolipids,mf_70
10412,no_matches,no_matches,no_matches,mf_singleton
3241,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_579
17598,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_146
16955,no_matches,no_matches,no_matches,mf_singleton
8410,no_matches,no_matches,no_matches,mf_singleton
11919,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_186
15899,no_matches,no_matches,no_matches,mf_singleton
17693,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_370
8317,no_matches,no_matches,no_matches,mf_singleton
13336,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_56
14666,no_matches,no_matches,no_matches,mf_singleton
15221,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_57
1711,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_37
14976,no_matches,no_matches,no_matches,mf_singleton
18183,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_515
15307,no_matches,no_matches,no_matches,mf_singleton
5471,Organooxygen_compounds,Benzenoids,Carbonyl_compounds,mf_105
13355,no_matches,no_matches,no_matches,mf_singleton
15613,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_218
12222,no_matches,no_matches,no_matches,mf_singleton
13517,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Vitamin_D_and_derivatives,mf_singleton
15645,Diazines,Lipids_and_lipid-like_molecules,Pyrimidines_and_pyrimidine_derivatives,mf_102
14982,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_218
15614,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_654
15246,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_218
13215,no_matches,no_matches,no_matches,mf_singleton
9290,no_matches,no_matches,no_matches,mf_singleton
13310,no_matches,no_matches,no_matches,mf_singleton
8784,Cinnamic_acids_and_derivatives,Phenylpropanoids_and_polyketides,not_available,mf_129
3903,Organooxygen_compounds,Organoheterocyclic_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_93
16904,no_matches,no_matches,no_matches,mf_singleton
17949,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
10249,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_104
2021,Pyrans,Organoheterocyclic_compounds,Pyranones_and_derivatives,mf_137
6418,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
5938,no_matches,no_matches,no_matches,mf_singleton
2642,no_matches,no_matches,no_matches,mf_singleton
18372,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Cholestane_steroids,mf_29
14773,Prenol_lipids,Lipids_and_lipid-like_molecules,Amino_acids-_peptides-_and_analogues,mf_553
6799,Benzene_and_substituted_derivatives,Benzenoids,Carbonyl_compounds,mf_33
11912,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Bile_acids-_alcohols_and_derivatives,mf_128
14813,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
11636,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_329
4671,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_202
16698,no_matches,no_matches,no_matches,mf_singleton
6740,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_18
11502,Cinnamic_acids_and_derivatives,Phenylpropanoids_and_polyketides,Hydroxycinnamic_acids_and_derivatives,mf_476
18185,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
12464,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_204
4074,Benzene_and_substituted_derivatives,Benzenoids,Fatty_alcohols,mf_605
13322,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_226
15195,no_matches,no_matches,no_matches,mf_singleton
7139,Organooxygen_compounds,Organic_oxygen_compounds,Carbonyl_compounds,mf_578
10866,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
4796,Benzene_and_substituted_derivatives,Benzenoids,Fatty_alcohols,mf_605
16454,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_5
9315,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
8472,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
434,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_92
12478,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_107
17600,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_116
15398,no_matches,no_matches,no_matches,mf_singleton
14787,no_matches,no_matches,no_matches,mf_singleton
300,no_matches,no_matches,no_matches,mf_singleton
11277,no_matches,no_matches,no_matches,mf_singleton
4430,Phenol_esters,Benzenoids,not_available,mf_470
8883,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_singleton
15741,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_271
17950,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
10460,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
9694,Fatty_Acyls,Organoheterocyclic_compounds,not_available,mf_348
3306,Pyridines_and_derivatives,Organoheterocyclic_compounds,Pyridinecarboxylic_acids_and_derivatives,mf_332
15414,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
14484,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_182
14753,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Ergostane_steroids,mf_361
5711,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_202
12194,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
7575,Stemona_alkaloids,Alkaloids_and_derivatives,Stemoamide-type_alkaloids,mf_singleton
15057,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
17549,no_matches,no_matches,no_matches,mf_singleton
9369,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
1624,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_445
11200,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
14764,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
11580,Fatty_Acyls,Lipids_and_lipid-like_molecules,not_available,mf_59
13792,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
2596,Organooxygen_compounds,Organic_oxygen_compounds,Carbonyl_compounds,mf_singleton
7662,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
15120,no_matches,no_matches,no_matches,mf_singleton
10307,no_matches,no_matches,no_matches,mf_384
10238,not_available,Lipids_and_lipid-like_molecules,not_available,mf_402
13175,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_303
6976,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_28
3274,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_579
18488,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoglycerols,mf_346
9926,no_matches,no_matches,no_matches,mf_singleton
13985,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
12410,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_57
18360,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
12754,no_matches,no_matches,no_matches,mf_singleton
6643,Prenol_lipids,Organoheterocyclic_compounds,not_available,mf_234
15769,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
16424,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
18089,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_46
11444,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Hydroxysteroids,mf_singleton
299,no_matches,no_matches,no_matches,mf_singleton
6688,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_111
16650,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
9624,no_matches,no_matches,no_matches,mf_singleton
17931,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_5
13491,no_matches,no_matches,no_matches,mf_singleton
8989,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
17119,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
14997,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Ergostane_steroids,mf_361
17242,no_matches,no_matches,no_matches,mf_singleton
673,Lactones,Organoheterocyclic_compounds,Delta_valerolactones,mf_singleton
18396,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
17379,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_357
11624,Fatty_Acyls,Lipids_and_lipid-like_molecules,not_available,mf_686
17310,Organooxygen_compounds,Lipids_and_lipid-like_molecules,Alcohols_and_polyols,mf_446
2264,Organooxygen_compounds,Organic_oxygen_compounds,Carbonyl_compounds,mf_singleton
15295,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_57
16675,Sphingolipids,Lipids_and_lipid-like_molecules,Glycosphingolipids,mf_141
10334,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_104
11126,no_matches,no_matches,no_matches,mf_singleton
17351,no_matches,no_matches,no_matches,mf_singleton
15351,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_299
16638,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_97
1016,Organooxygen_compounds,Organoheterocyclic_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_93
16326,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_247
9467,Benzene_and_substituted_derivatives,Benzenoids,Phenylacetic_acids,mf_singleton
17611,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_146
9947,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
10189,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
7776,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_215
17832,no_matches,no_matches,no_matches,mf_148
18369,no_matches,no_matches,no_matches,mf_singleton
5955,no_matches,no_matches,no_matches,mf_singleton
10026,no_matches,no_matches,no_matches,mf_singleton
3103,Phenylpropanoic_acids,Phenylpropanoids_and_polyketides,not_available,mf_singleton
7719,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_singleton
3946,Organooxygen_compounds,Organic_oxygen_compounds,Carbonyl_compounds,mf_542
14353,no_matches,no_matches,no_matches,mf_singleton
16877,no_matches,no_matches,no_matches,mf_singleton
16644,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Ergostane_steroids,mf_21
18260,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
17315,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_180
7756,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_561
7240,Benzene_and_substituted_derivatives,Benzenoids,Styrenes,mf_378
18480,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_singleton
5877,no_matches,no_matches,no_matches,mf_singleton
12805,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
481,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_72
15700,Organooxygen_compounds,Organic_oxygen_compounds,Phenylmethylamines,mf_657
14052,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoserines,mf_98
10222,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
9466,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
17445,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_178
4553,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
18001,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
4951,Pyridines_and_derivatives,Organoheterocyclic_compounds,Pyridinecarboxylic_acids_and_derivatives,mf_singleton
11761,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_singleton
18278,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
16906,Sphingolipids,Lipids_and_lipid-like_molecules,Glycosphingolipids,mf_141
2046,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
10507,Fatty_Acyls,Lipids_and_lipid-like_molecules,Hopanoids,mf_340
877,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_8
13167,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
15674,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_amides,mf_119
12954,no_matches,no_matches,no_matches,mf_singleton
15727,Phenols,Benzenoids,Benzenediols,mf_211
16190,no_matches,no_matches,no_matches,mf_singleton
1164,Pyridines_and_derivatives,Organoheterocyclic_compounds,Oximes,mf_191
2091,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
1324,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
17197,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
1601,Coumarins_and_derivatives,Phenylpropanoids_and_polyketides,not_available,mf_103
216,no_matches,no_matches,no_matches,mf_singleton
4980,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_singleton
16679,Sphingolipids,Lipids_and_lipid-like_molecules,Glycosphingolipids,mf_141
10170,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_56
9784,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_380
13009,Organonitrogen_compounds,Organic_nitrogen_compounds,not_available,mf_169
1318,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acid_esters,mf_155
15452,no_matches,no_matches,no_matches,mf_singleton
14341,no_matches,no_matches,no_matches,mf_singleton
17432,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_116
8811,no_matches,no_matches,no_matches,mf_singleton
2612,Fatty_Acyls,Benzenoids,not_available,mf_71
17633,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_106
7940,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_56
16448,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_61
6729,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_394
13895,no_matches,no_matches,no_matches,mf_singleton
12998,no_matches,no_matches,no_matches,mf_singleton
12567,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
9739,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
9872,Macrolides_and_analogues,Phenylpropanoids_and_polyketides,not_available,mf_singleton
7732,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
12674,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
11097,no_matches,no_matches,no_matches,mf_singleton
2698,Pyrans,Organoheterocyclic_compounds,Pyranones_and_derivatives,mf_268
6683,Polypeptides,Organic_Polymers,not_available,mf_singleton
14426,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_229
6715,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_376
14925,no_matches,no_matches,no_matches,mf_singleton
18267,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_515
9371,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
1095,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_53
17967,no_matches,no_matches,no_matches,mf_singleton
13973,no_matches,no_matches,no_matches,mf_singleton
9635,Dihydrofurans,Organoheterocyclic_compounds,Furanones,mf_singleton
14964,no_matches,no_matches,no_matches,mf_singleton
16630,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
15747,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
8769,Benzene_and_substituted_derivatives,Benzenoids,Styrenes,mf_378
18442,no_matches,no_matches,no_matches,mf_singleton
5572,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_218
18118,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
1310,Benzene_and_substituted_derivatives,Benzenoids,Benzoyl_derivatives,mf_58
8250,Flavonoids,Phenylpropanoids_and_polyketides,Flavonoid_glycosides,mf_321
12868,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_56
10354,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
3553,Pyrans,Organoheterocyclic_compounds,Pyranones_and_derivatives,mf_268
15677,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_5
3599,Organooxygen_compounds,Benzenoids,Carbonyl_compounds,mf_244
15441,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
16534,no_matches,no_matches,no_matches,mf_singleton
9127,no_matches,no_matches,no_matches,mf_singleton
17224,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_178
9702,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_singleton
13008,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
17900,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_369
16577,Heteroaromatic_compounds,Organoheterocyclic_compounds,not_available,mf_singleton
17613,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_116
2800,Carboxylic_acids_and_derivatives,Nucleosides-_nucleotides-_and_analogues,not_available,mf_197
813,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
1517,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
